id,soldier_id,company_id,decoration_id,gazetteIssue,gazettePage,gazetteDate,citation,notes,country_id
11640,2470,,2,49898,13962,1984-10-16,Northern Ireland.   24364162 Corporal Andrew Kenneth Mudd. RMP,,,
11641,53030,,94,,,,RMP.   Maj. D G Hiton (492676).,,,
11642,53222,,94,47036,13768,1976-10-12,Royal Corps of Transport.   Capt. (A/Maj.) P K Williams (479129).,,,
11643,53222,,95,51488,11102,1988-10-04,"Royal Corps of Transport.   Maj. P K Williams, TD (479129).",,,
11644,53191,,1,45793,11635,1972-10-03,"Northern Ireland.  1/2/1922 to 30/4/972.  24031479 Cpl. Clive Graham Williams, RMP.",,,
11645,53226,,73,49188,15998,1982-12-07,Royal Army Pay Corps.   Capt. R S Gill (488620).,,,
11646,53245,,6,48837,22,1981-12-31,"New Year Honour.   24091843 Staff Sergeant William John Tennant, RMP",,,
11647,53280,,6,49969,20,1984-12-31,New Year Honours. 24140953 Staff Sergeant Michael Clement Bottomley.  RMP.,,,
11648,53282,,2,46614,8052,1975-06-24,Northern Ireland 1/11/1974 to 31/1/1975.   24265100 Cpl James Greenoak.  RMP.,,,
11649,53268,,6,48237,9374,1980-07-01,For Meritorious service in Northern Ireland 1/11/1979-31/1/1980.   24091747 Sergeant Kenneth John Blake. RMP.,,,
11650,53293,,6,49768,B20,1984-06-16,Queens Birthday Honours.   24041150 Staff Sergeant (now Warrant Officer 2) John Hendry O'Brien Collins Dougal.   RMP.,,,
11651,53307,,47,49755,7756,1984-06-05,The Scottish Division.  52 Lowland.   Capt. (now Maj.) A W Young (494106).,,,
11652,53329,,5,52382,6,1990-12-31,New Year Honours.   24341084 WO I. Alan David Bradhshaw. RMP,,,
11653,3079,,170,,,,Army Cadet Force.  Devon Lt. (A/Capt.) N W Payne (506454).,,,
11655,53370,,6,49755,19,1991-12-31,"New Year Honours.   244092325 Staff Sergeant Phillip Ball, RMP.   NCO i/c Close Protection Team, Dohar, Gulf War,",,,
11656,3017,,73,53678,7638,1994-05-24,AGC.  Provost Branch.  Capt. S G Payne (510934),,,
11657,53387,,2,52137,9155,1990-05-15,Northern Ireland.   24367699 Warrant Officer 2 John William Watson. RMP.,,,
11658,53396,,5,52705,16847,1991-11-05,Meritorious Service in Northern Ireland.   WO458934 Warrant Officer Class 2 Susan Elizabeth Ball.   Women's Royal Army Corps.   (now Lieutenant (537590) Royal Army Education Corps).,,,
11659,53409,,73,52542,8203,1991-05-28,Royal Artillery. Capt. S L Price (508447).,,,
11660,53419,,2,49709,5590,1984-04-17,"Northern Ireland 1/5/1983 to 30/9/1983.   Corporal Owen John Dobson, RMP.",,,
11661,53419,,6,53153,20,1992-12-31,New Year Honours.   24523034 S/Sgt. Owen John Dobson. RMP.,,,
11662,53367,,73,,,,Provost Branch.   Lt. C Killacky (521964).,,,
11663,53420,,5,54427,B7,1996-06-15,Queens Birthday Honours.   24342466 Warrant Officer Class I William Shaw. RMP.,,,
11664,2905,,73,,,,Provost Branch.   Maj. R A Peedle (514928).,,,
11665,53441,,5,61092,N7,2014-12-31,New Year Honours.   Major Victoria Ellen McNeill.  RMP.,,,
11666,53451,,108,55319,12779,1998-11-24,24552001 Gray A J WO I .AGC (Pro).. ,,,
11667,53230,,73,55130,5583,1998-05-19,"522298 Johnston H C,  AGC (PRO).",,,
11668,53482,,109,WO 100/181,233,1901-10-10,"Clasps:  Cape Colony, Orange Free State.   Awarded as L/Cpl, No. 4445, 2 SWB.",,,
11669,53484,,115,WO 100/80,275,1901-06-28,"Awarded as Cpl. Grenadier Guards, No. 44437.",,,
11670,53484,,116,WO 100/80,335,1899-03-18,Clasp: Khartoum.   Awarded as Cpl. Grenadier Guards.,,,
11671,53484,,109,100/163,83,1902-06-30,"Claps: Cape Colony, South Africa 1902.   Awarded as Cpl. No. 4437, Grenadier Guards.",,,
11672,47948,,68,35064,689,1941-01-31,"The individuals named below have been brought to notice for brave conduct when their ships encountered enemy submarines, aircraft, ships or mines:- John Madle, Gunner.
ITC Dorset Regiment, Part II Order 50 published 11/3/1941.   
Acts of Gallantry.
1. The Director of Trade Division, Admiralty, has notified that No. 5730551 Pte. J E Madle, ""E"" Company, Infantry Training Centre, The Dorsetshire Regiment, has been awarded a ""commend"" for his conduct when MV ""Cheapeake"" was attacked by enemy aircraft on 20/11/1940.
2.  The following is the official account of the action:-  ""When an aircraft dropped bombs near the MV ""Chesapeake"" and opened fire with a machine gun Pte. Madle, though wounded in the eye, promptly opened fire with his Hotchkiss and first diverted and then drove off the plane.   Fragments were seen to fly from the plane, showing that Private Madle's aim was accurate.
He went on firing through bleeding badly, and is considered to have saved the ship and crew.
3.  The GOC in C directs that an appropriate entry be made on the Conduct Sheets of Pte. Madle, in accordance with para 1718 (b) King's Regulations, 1940.",,,
11673,47948,,68,,,1946-02-11,"C in C London District Commendation.   5730511 L/Cpl John Edward Madle, CMP.  Your name has been brought to my notice.   I am authorised to signify by the award to you of this Certificate my appreciation of good service which you have rendered.   I have given instructions that a note of your devotion to duty shall be made on your Record of Service.   N C Lloyd, Lt-Gen. GOC, London  District 11/2/1946",,,
11674,16156,,109,WO 1`00/163,87,1901-07-15,"Clasps: Johannesburg, Diamond Hill, Belfast, Cape Colony, Orange Free State.   Awarded as Pte. 3 Grenadier Guards, No. 7877.",,,
11675,16156,,110,WO 100/317,183,1902-12-01,"Clasps: South Africa 1901 & South Africa 1903.   Awarded as Pte. 3 Grenadier Guards, No. 7877.",,,
11677,1548,,109,WO 100/166,16,1901-08-05,"Clasps: Belfast, Cape Colony, Orange Free State.   Awarded as Pte, 1 Royal Scots.   Remarks: to England 14/11/1900 invalided.",,,
11678,12096,,117,WO 100/86,204,1898-07-09,Clasps: Punjab Frontier 1897-98 and Tirah 1897-98.   Awarded as Pte. 1 Devonshire Regiment.,,,
11679,12096,,109,WO100/176,125,1901-08-20,"Clasps: Dreifontain, Johannesburg, Diamond Hill, Cape Colony.  Awarded as Pte. 2 Devonshire Regiment, remarks 1 battalion Mounted Infantry.",,,
11680,12096,,110,WO 100/322,322,1903-05-02,Clasps: South Africa 1901 & South Africa 1902 awarded as Pte. Devonshire Regiment.,,,
11681,1322,,109,WO 100/197,233,1901-07-15,"Clasps: Cape Colony, Orange Free State, awarded as Pte. 2 Wiltshire Regiment No. 4612, remarks: to England 11/6/1900.",,,
11682,53491,,109,WO 100/200,36,1901-09-30,"Clasps: Cape Colony, Tughela Heights, Relief of Lady Smith.  Awarded as Bandsman, 1 York & Lancaster Regiment No. 3531.",,,
11683,1776,,109,WO 100/164,205,1902-10-19,"Clasps: Cape Colony, South Africa 1902.   Awarded as Pte. Coldstream Guards, No.. 2348.",,,
11684,53492,,1,29893,347,1917-01-05,"Awarded as Pte. 2 West Yorkshire Regiment, No.9808.",,,
11685,53493,,109,WO 100/187,418,1902-12-12,"Clasps: Transvaal, South Africa 1901 & South Africa 1902.   Awarded as Pte, No. 5683, 1 Hampshire Regiment attached 2 Battaion.",,,
11686,32339,,109,WO 100/185,38,1901-09-09,"Clasps: Orange Free State, Transvaal, Laing's Nek.   Awarded as Cpl. 2 East Surrey Regiment, No. 3617.",,,
11687,32339,,110,WO 100/331,41,1903-04-22,"Clasps: South Africa 1901 & South Africa 1902.   Awarded as Cpl. 2 East Surrey Regiment, No. 3617.",,,
11688,32339,,109,WO 100/185,38,1901-09-09,"Clasps: Orange Free State, Transvaal, Laing's Nek.   Awarded as Cpl, No. 3617, 2 East Surrey Regiment.",,,
11689,32339,,110,WO 100/331,41,1902-04-22,Clasps; South Africa 1901 & South Africa 1902.   Awarded at Cpl. 2 East Surrey Regiment No. 3617.,,,
11690,4805,,109,WO 100/164,193,1902-10-10,"Clasps: Cape Colony, South Africa 1901 & South Africa 1902.   Awarded at Pte. Coldstream Guards, No. 3435.",,,
11691,32321,,115,WO 100/80,129,1899-01-10,"Clasp: Khartoum.   Awarded as L/Cpl, 21 Lancers No. 3515.",,,
11692,11062,,109,WO 100/204,107,1903-02-07,"Clasps: Cape Colony, Orange Free State, Transvaal, South Africa 1901 & South Africa 1902.   Awarded as L/Cpl. Cameron Highlanders, No. 5036.
Also shown on WO 100/204, page 79, 4/9/1902 with no bars.",,,
11693,49600,,109,WO 100/174,390,1901-08-30,"Clasps: Cape Colony, Orange Free State, Transvaal.   Awarded as Cpl. No. 4579, 1 Suffolk Regiment.",,,
11694,49600,,110,WO 100/323,91,1902-11-01,"Clasps: South Africa 1901 & South Africa 1902.   Awarded as Pte. No. 4579, 1 Suffolk Regiment.",,,
11695,53497,,109,WO 100/ 163,259,1902-01-12,"Clasps: Cape Colony, South Africa 1902.   Awarded as Pte, No. 8494, 3 Grenadier Guards.   Also on Roll WO 100/163, page 55, 3/6/1902 no clasps listed.",,,
11696,30276,,109,WO 100/115,357,1903-05-03,"Clasps: Orange Free State, Transvaal, South Africa 1901 & South Africa 1902.   Awarded as Pte. No. 4877, 8 Hussars.   Clasp Transvaal first issued in medal roll WO 100/115, 312, 31/5/1902.",,,
11697,32467,,117,WO 100/84,120,1898-08-11,"Clasp: Punjab Frontier 1897-1898, awarded to Shoesmith No. 3637, 11 Hussars.",,,
11698,50848,,115,WO 100/80,66,1898-03-07,"Clasp: Khartoum awarded as Pte. 21 Lancers, No. 3937.",,,
11699,50848,,116,WO 100/80,116,1899-01-18,"Clasp: Khartoum awarded at Pte 21 Lancers, No. 3937.",,,
11700,8647,,138,WO 100/94,65,1902-04-30,"No Clasps.   Awarded as Gnr.  Royal Horse Artillery No. 18523, Vicker's Maxim Battery, Y Battery, RHA.",,,
11701,1376,,109,WO 100/199,16,1901-07-15,"Clasps: Johannesburg, Cape Colony, Orange Free State, awarded at L/Cpl, 2 North Staffordshire Regiment.",,,
11702,1376,,110,,,,Clasps: South Africa 1901 & South Africa 1902.   Shown in Army Documents but medal roll not found.,,,
11703,2503,,6,52952,B19,1992-06-13,"Queens Birthday Honours.   24430649 Staff Sergeant (now Warrant Officer Class 2) Zbigniew Andrzej Majchrzak, RMP.",,,
11704,53506,,6,52952,B19,1992-06-13,24430649 S/Sgt Zbigniew Andrzej Majchrzak (now Warrant Officer Class 2). RMP.,,,
11705,53509,,6,52563,B19,1991-06-15,"Queens Birthday Honour.   24541388 S/Sgt G E J Thom, RMP.",,,
11706,51312,,6,53153,20,1992-12-31,New Year Honour.,,,
11707,53511,,2,50093,5286,1985-04-16,Northern Ireland Lt. Andre Raymond Ramsey (513359) The Queen's Regiment.,,,
11708,32304,,137,WO 100/52,256,1881-10-25,"Clasps: Charasia and Kabul.   Awarded as Cpl. 1 Seaforth Highlanders, No. 1985.",,,
11709,32304,,111,WO 100/59,188,1882-12-12,"Clasp: Tel El Kebir awarded as Cpl. 1 Seaforth Highlanders, No. 1985.   Remarks with service column.",,,
11710,32304,,112,WO 100/59,209,,"Awarded at L/Sgt. 1 Seaforth Highlanders, No. 1985.",,,
11711,53518,,150,WO 100/46,79,1880-12-07,"Clasp: 1879.   Awarded as Pte. East Kent Regiment, No. 45/1235.",,,
11712,53519,,118,WO 329/3186,L C/1130,1918-02-19,"No. 337186, enlisted 30/11/1914, discharged 6/8/1918, age 56,  discharged sick, para 393 XVi (a) (ii).
No. 231841, Pte, Burgoyne J J.   607 Company ex. 69 Provisional Battalion.",,,
11713,51313,,19,56399,13960,2001-11-27,WO I.,,,
11714,53534,,5,55819,4853,2000-04-14,"For humanitarian assistance in Honduras, Nicaragua & Sierra Leone, 1/4/1998 to 30/9/1999.",,,
11715,51258,,52,56196,5476,2001-05-08,12/12/2000.,,,
11716,53201,,73,55590,9183,1999-08-24,"518430 Driver, P J,  Maj, AGC (RMP)",,,
11717,53201,,76,57887,1366,2006-01-31,"AGC.  Major P J Driver, TD (518430).",,,
11718,53569,,52,55590,9183,1999-08-24,"Forfeiture of the Long Service and Good Conduct Medal (Military).   24417410 Huxley, D, WOI, AGC/ RMP), 22/4/1999.",,,
11719,53570,,6,49583,20,1983-12-31,New Year Honours.  S/Sgt Dennis Harold Codd. MPSC.,,,
11720,53571,,152,WO 100/79,62,1896-07-20,"Awarded as Pte. No. 3053, 2 West Yorkshire Regiment.   Served 29/12/1895 ot 17/1/1896.",,,
11721,53007,,46,55155,B6,1998-06-15,"Queen's Birthday Honours.   Lt/Col Anthony James Figg (487486), Adjutant General's Corps (RMP).",,,
11722,53015,,53,57315,B5,2004-06-12,"Queens Birthday Honours.   Brig. Maurice Nugent (489574), late adjutant General's Corps (RMP).",,,
11723,53585,,5,57315,B21,2004-06-12,"Queen's Birthday Honours.   Audrey Grace, Mrs. Scott, lately Nurse, Royal Military Training School.",,,
11724,3564,,76,57427,12522,2004-10-05,"536121 Atkinson P A, Capt, TD, AGC (RMP).",,,
11725,3496,,75,56295,9333,2001-08-07,,,,
11726,53604,,5,54625,6,1996-12-30,New Year Honours.   24563002 S/Sgt Anthony Raymond Cooper AGC (RMP).,,,
11727,53454,,51,53653,6171,1994-04-26,"Northern Ireland 1/10/1992 to 31/3/1993.
W0462598 Warramt Officer Class 2 Marie Bernadette Holliday AGC (RMP).",,,
11728,53414,,47,56952,6800,2003-06-03,"545816 Gill N J, Capt. AGC (RMP)",,,
11729,53619,,137,,,,"Awarded as Pte. 2 Royal Fusiliers. No. 1626.
Present as siege of Khandahar and Sorte on Deh Khosa 16/8/1880.   Musket wound to right knee and right chest, severe.",,,
11730,32334,,109,WO 100/174,207,1901-08-20,"Clasps: Laing's Nek, Transvaal, Relief of Ladysmith, Tugela Heights (not on Medal Roll but on army record)  Awarded at Pte. No. 2237, 2 Devonshire Regiment.",,,
11731,32334,,109,,,,"Clasps: South Africa 1901 & South Africa 1902.   Awarded as Pte. No. 2237, 2 Devonshire Regiment.   Remarks: transferred to MFP.",,,
